task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
324	a0/263247	309047	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_284)	CACHED	0	2024-01-29 10:17:36.917	323ms	37ms	54.5%	2.6 MB	3.9 MB	15.9 MB	15.8 MB
325	f2/5f94bc	391372	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_284)	CACHED	0	2024-01-29 10:32:36.425	3.8s	4s	194.2%	411.3 MB	6.2 GB	28.5 MB	5.9 MB
326	89/3d97f2	391873	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_284)	CACHED	0	2024-01-29 10:32:40.224	13.3s	13s	103.9%	948.8 MB	2.5 GB	54.4 MB	5.2 MB
327	90/b02205	309306	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_285)	CACHED	0	2024-01-29 10:17:36.993	343ms	40ms	60.8%	2.5 MB	3.9 MB	14 MB	13.9 MB
329	30/670296	392820	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_285)	CACHED	0	2024-01-29 10:32:49.703	12.3s	13s	103.8%	907.1 MB	2.5 GB	52.4 MB	4.3 MB
328	48/e35d96	392320	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_285)	CACHED	0	2024-01-29 10:32:45.915	3.8s	3s	176.8%	389.4 MB	6.1 GB	26.5 MB	5.9 MB
330	62/d3625a	309307	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_286)	CACHED	0	2024-01-29 10:17:36.995	349ms	44ms	56.5%	2.6 MB	3.9 MB	20.9 MB	20.8 MB
331	e9/3edf9e	393125	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_286)	CACHED	0	2024-01-29 10:32:53.528	3.8s	4s	196.9%	426 MB	6.1 GB	33.4 MB	5.9 MB
332	ff/4a826a	393652	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_286)	CACHED	0	2024-01-29 10:32:57.337	14.5s	14s	103.3%	1 GB	2.5 GB	59.3 MB	6.5 MB
333	8e/b36974	309546	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_287)	CACHED	0	2024-01-29 10:17:37.096	340ms	38ms	58.1%	2.8 MB	3.9 MB	20.2 MB	20.1 MB
334	e6/c7393c	394603	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_287)	CACHED	0	2024-01-29 10:33:11.801	3.8s	4s	185.4%	446.4 MB	6.1 GB	32.6 MB	5.7 MB
335	f0/b4753b	394014	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_287)	CACHED	0	2024-01-29 10:33:02.044	14.7s	14s	103.1%	1019.5 MB	2.5 GB	58.7 MB	6.7 MB
336	74/2c4196	309899	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_288)	CACHED	0	2024-01-29 10:17:37.213	348ms	41ms	70.6%	2.8 MB	3.9 MB	20.5 MB	20.3 MB
337	8c/7b333f	395044	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_288)	CACHED	0	2024-01-29 10:33:15.608	3.8s	4s	204.6%	450.9 MB	6.1 GB	32.9 MB	5.8 MB
338	40/d5d426	395244	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_288)	CACHED	0	2024-01-29 10:33:16.744	14.6s	15s	103.0%	1006.5 MB	2.5 GB	58.9 MB	6.4 MB
339	d0/ebdec8	309923	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_289)	CACHED	0	2024-01-29 10:17:37.220	353ms	44ms	67.6%	2.6 MB	3.9 MB	20.3 MB	20.2 MB
340	41/cfba27	395654	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_289)	CACHED	0	2024-01-29 10:33:19.391	3.8s	4s	184.6%	453.3 MB	6.1 GB	32.8 MB	5.8 MB
341	63/9d10f7	396180	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_289)	CACHED	0	2024-01-29 10:33:23.201	14.7s	14s	103.2%	1018 MB	2.5 GB	58.8 MB	6.7 MB
342	32/3f252a	310002	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_290)	CACHED	0	2024-01-29 10:17:37.243	342ms	35ms	41.4%	2.6 MB	3.9 MB	10.2 MB	10.1 MB
343	2f/0cae78	396663	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_290)	CACHED	0	2024-01-29 10:33:31.360	3.8s	4s	174.4%	402.7 MB	6.1 GB	22.7 MB	5.8 MB
344	5d/68c5d9	397134	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_290)	CACHED	0	2024-01-29 10:33:35.158	11s	11s	104.6%	843.9 MB	2.4 GB	48.7 MB	3.3 MB
345	fc/c86a59	310296	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_291)	CACHED	0	2024-01-29 10:17:37.338	330ms	33ms	84.2%	2.5 MB	3.9 MB	19.3 MB	19.2 MB
346	f2/e457c7	397352	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_291)	CACHED	0	2024-01-29 10:33:37.889	3.8s	3s	177.2%	433 MB	6.1 GB	31.8 MB	5.7 MB
347	bd/f480f5	397856	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_291)	CACHED	0	2024-01-29 10:33:41.704	13.9s	14s	103.1%	994.2 MB	2.5 GB	57.8 MB	5.8 MB
348	c4/44153a	310328	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_292)	CACHED	0	2024-01-29 10:17:37.347	332ms	35ms	81.4%	2.8 MB	3.9 MB	21.1 MB	21 MB
350	00/c0fec7	398247	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_292)	CACHED	0	2024-01-29 10:33:46.161	14.7s	14s	103.0%	1010.7 MB	2.5 GB	59.6 MB	6.5 MB
349	0f/a1cd75	398839	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_292)	CACHED	0	2024-01-29 10:33:55.616	3.8s	4s	175.8%	433.8 MB	6.2 GB	33.6 MB	5.8 MB
351	a7/0a7cb5	310533	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_293)	CACHED	0	2024-01-29 10:17:37.438	306ms	28ms	44.4%	2.6 MB	3.9 MB	19.1 MB	19 MB
353	f9/7c9560	399255	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_35d_293)	CACHED	0	2024-01-29 10:33:59.416	13.8s	14s	103.4%	1002.5 MB	2.5 GB	57.6 MB	6 MB
352	ca/19e277	399445	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_35d_293)	CACHED	0	2024-01-29 10:34:00.836	3.8s	3s	176.7%	420.9 MB	6.1 GB	31.6 MB	5.8 MB
354	f5/cfe280	311560	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_QUALITY1 (FW)	CACHED	0	2024-01-29 10:17:38.749	4m 39s	4m 38s	102.0%	2.3 GB	5.6 GB	1.8 GB	64.2 MB
355	80/04b6cc	311567	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_QUALITY1 (RV)	CACHED	0	2024-01-29 10:17:38.754	5m	4m 59s	101.9%	2.2 GB	5.5 GB	2.2 GB	65.6 MB
356	34/2efeed	400143	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_QUALITY2 (RV)	CACHED	0	2024-01-29 10:34:13.360	3m 44s	3m 44s	102.6%	2.2 GB	5.5 GB	792.1 MB	55.4 MB
357	58/6929f3	400136	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_QUALITY2 (FW)	CACHED	0	2024-01-29 10:34:13.355	3m 46s	3m 45s	102.7%	2.2 GB	5.6 GB	647.4 MB	56.7 MB
358	25/659936	400166	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_ERR (1)	CACHED	0	2024-01-29 10:34:13.367	6m 2s	6m 2s	419.7%	2 GB	4.1 GB	105.4 MB	1.2 MB
359	ef/095dac	408256	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_DENOISING (1)	CACHED	0	2024-01-29 10:40:15.793	14m 3s	14m 2s	304.5%	1.6 GB	3.8 GB	1.3 GB	86.3 MB
360	6e/c2794b	412889	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_RMCHIMERA (1)	CACHED	0	2024-01-29 10:54:18.780	1m 5s	1m 5s	553.6%	718.7 MB	2.6 GB	39.4 MB	276.1 KB
361	51/8bc3a6	413641	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_STATS (1)	CACHED	0	2024-01-29 10:55:23.503	9.3s	9s	106.3%	889.1 MB	2.4 GB	124.1 MB	6.6 KB
362	e9/20afcd	414268	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_MERGE	CACHED	0	2024-01-29 10:55:32.787	5.9s	5s	110.0%	631.6 MB	2.1 GB	36.2 MB	6 MB
365	43/1a34a1	414572	NFCORE_AMPLISEQ:AMPLISEQ:BARRNAP (ASV_seqs.fasta)	CACHED	0	2024-01-29 10:55:38.681	1m 58s	1m 58s	181.0%	74.9 MB	253.1 MB	52.7 MB	53.1 MB
364	56/0d500b	419668	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_TAXONOMY_WF:DADA2_TAXONOMY (ASV_seqs.fasta,assignTaxonomy.fna)	CACHED	0	2024-01-29 10:57:36.687	16m 31s	16m 31s	1075.3%	8 GB	10.3 GB	1.3 GB	2.6 MB
363	11/6ee231	414729	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_INSEQ (ASV_seqs.fasta)	CACHED	0	2024-01-29 10:55:39.685	16.2s	15.7s	85.2%	336.1 MB	2 GB	100.8 MB	3.2 MB
368	40/414a84	423780	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_TAXONOMY_WF:DADA2_ADDSPECIES (ASV_tax.rds,addSpecies.fna.gz)	CACHED	0	2024-01-29 11:14:08.792	7m 6s	7m 6s	100.1%	6.8 GB	8.4 GB	188.9 MB	2.2 MB
366	6d/f6f59c	414728	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_INASV (ASV_table.tsv)	CACHED	0	2024-01-29 10:55:39.683	16.8s	16.3s	90.1%	380.7 MB	2 GB	111.9 MB	3 MB
367	55/d4f5f8	423599	NFCORE_AMPLISEQ:AMPLISEQ:BARRNAPSUMMARY	CACHED	0	2024-01-29 11:14:07.467	1.3s	0ms	40.0%	10.2 MB	33.1 MB	2 MB	254.7 KB
369	4c/2939b9	426547	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_INTAX (ASV_tax_species.silva_138.tsv)	CACHED	0	2024-01-29 11:21:15.244	14.2s	13.7s	90.2%	348 MB	2 GB	100.8 MB	1.9 MB
370	7d/acf119	427340	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_FILTERTAXA (taxa:mitochondria,chloroplast;min-freq:1;min-samples:1)	CACHED	0	2024-01-29 11:21:29.429	42.7s	42.3s	110.0%	387.9 MB	2.1 GB	350.7 MB	18.6 MB
373	b8/27a2d8	428536	NFCORE_AMPLISEQ:AMPLISEQ:PHYLOSEQ_WORKFLOW:PHYLOSEQ_INASV	CACHED	0	2024-01-29 11:22:12.158	296ms	25ms	76.6%	0	0	3.9 MB	3.8 MB
374	e2/4df7d1	428534	NFCORE_AMPLISEQ:AMPLISEQ:FILTER_STATS	CACHED	0	2024-01-29 11:22:12.155	4s	3s	106.5%	81.2 MB	1.6 GB	24.2 MB	5.5 KB
371	48/44cdd9	428579	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_BARPLOT (1)	CACHED	0	2024-01-29 11:22:12.166	26.6s	26s	94.6%	396.7 MB	2 GB	186.5 MB	78.7 MB
383	76/4e5f22	436479	NFCORE_AMPLISEQ:AMPLISEQ:MERGE_STATS_FILTERTAXA	CACHED	0	2024-01-29 11:22:45.625	787ms	1s	180.6%	2.9 MB	5.4 MB	6 MB	9 KB
376	28/2cad50	429073	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_EXPORT:QIIME2_EXPORT_ABSOLUTE	CACHED	0	2024-01-29 11:22:12.456	2m 2s	2m 2s	117.1%	390 MB	2.1 GB	858.2 MB	45.2 MB
382	7d/84108e	435021	NFCORE_AMPLISEQ:AMPLISEQ:PHYLOSEQ_WORKFLOW:PHYLOSEQ (dada2)	CACHED	0	2024-01-29 11:22:38.770	6.9s	6s	102.1%	489.2 MB	2 GB	43.6 MB	523.5 KB
377	4c/3435c8	428553	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_EXPORT:QIIME2_EXPORT_RELTAX	CACHED	0	2024-01-29 11:22:12.163	2m 18s	2m 18s	113.0%	383.2 MB	2.1 GB	959.6 MB	9.8 MB
372	fc/f3564e	434435	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_EXPORT:QIIME2_EXPORT_RELASV	CACHED	0	2024-01-29 11:22:35.884	29.5s	29s	100.3%	350.1 MB	2 GB	166.3 MB	6.8 MB
385	c1/1c2e28	443524	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_EXPORT:COMBINE_TABLE_DADA2	CACHED	0	2024-01-29 11:24:15.635	3.5s	3s	114.0%	236.2 MB	815.1 MB	24.6 MB	3.6 MB
379	f3/8edee1	428614	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_ANCOM:QIIME2_FILTERSAMPLES_ANCOM (Injury)	CACHED	0	2024-01-29 11:22:12.174	20.5s	19.9s	83.9%	356 MB	2 GB	93.2 MB	2.6 MB
381	a6/790917	428609	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_ANCOM:QIIME2_FILTERSAMPLES_ANCOM (Timepoint)	CACHED	0	2024-01-29 11:22:12.172	19.4s	18.8s	83.2%	355.2 MB	2 GB	93.2 MB	2.6 MB
380	76/cae2f7	433727	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_ANCOM:QIIME2_FILTERSAMPLES_ANCOM (Treatment)	CACHED	0	2024-01-29 11:22:32.652	20.2s	19.6s	86.5%	348.7 MB	2 GB	93.5 MB	3 MB
378	bc/57ee54	430309	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_ANCOM:QIIME2_FILTERSAMPLES_ANCOM (Sex)	CACHED	0	2024-01-29 11:22:16.122	19.8s	19.2s	84.0%	355.5 MB	2 GB	93.2 MB	2.6 MB
375	5d/d8c504	440498	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_DIVERSITY:QIIME2_TREE	CACHED	0	2024-01-29 11:23:30.588	2m 28s	2m 28s	250.7%	606.9 MB	2.8 GB	422.8 MB	55.5 MB
388	c1/91a853	503485	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_ANCOM:QIIME2_ANCOM_TAX (Injury - taxonomic level: 4)	CACHED	0	2024-01-29 12:02:31.054	36.1s	35.7s	109.8%	369.7 MB	2 GB	298.9 MB	8.2 MB
401	85/9d4516	447592	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_DIVERSITY:QIIME2_DIVERSITY_CORE (1)	CACHED	0	2024-01-29 11:25:59.688	21.8s	21.3s	109.1%	397.8 MB	2.5 GB	187 MB	36 MB
395	41/4834da	453264	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_ANCOM:QIIME2_ANCOM_TAX (Timepoint - taxonomic level: 5)	CACHED	0	2024-01-29 11:26:43.919	46.3s	45.8s	106.0%	394.7 MB	2 GB	299 MB	8.3 MB
393	d6/215f46	459608	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_ANCOM:QIIME2_ANCOM_TAX (Timepoint - taxonomic level: 3)	CACHED	0	2024-01-29 11:27:30.226	46.7s	46.2s	105.9%	381.6 MB	2.1 GB	298.8 MB	8.1 MB
389	d4/048b0d	505726	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_ANCOM:QIIME2_ANCOM_TAX (Injury - taxonomic level: 5)	CACHED	0	2024-01-29 12:03:43.217	36s	35.6s	110.0%	348.6 MB	2 GB	299 MB	8.3 MB
394	38/0bf551	436706	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_ANCOM:QIIME2_ANCOM_TAX (Timepoint - taxonomic level: 4)	CACHED	0	2024-01-29 11:22:46.414	44.2s	43.6s	106.2%	369.4 MB	2 GB	298.9 MB	8.2 MB
387	c5/fa677d	471805	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_ANCOM:QIIME2_ANCOM_TAX (Injury - taxonomic level: 3)	CACHED	0	2024-01-29 11:29:02.773	45.1s	44.6s	105.9%	385.5 MB	2 GB	298.8 MB	8.1 MB
396	fd/11c0ca	465475	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_ANCOM:QIIME2_ANCOM_TAX (Timepoint - taxonomic level: 6)	CACHED	0	2024-01-29 11:28:16.899	45.9s	45.4s	106.9%	392.6 MB	2 GB	299.7 MB	8.6 MB
392	f9/16e0e9	447440	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_ANCOM:QIIME2_ANCOM_TAX (Timepoint - taxonomic level: 2)	CACHED	0	2024-01-29 11:25:58.686	45.2s	44.8s	105.9%	395.2 MB	2.1 GB	298.8 MB	8.1 MB
386	2a/367977	504604	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_ANCOM:QIIME2_ANCOM_TAX (Injury - taxonomic level: 2)	CACHED	0	2024-01-29 12:03:07.168	36s	35.6s	109.8%	345.7 MB	2 GB	298.8 MB	8.1 MB
407	bf/2a5c76	513265	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_ANCOM:QIIME2_ANCOM_TAX (Sex - taxonomic level: 2)	CACHED	0	2024-01-29 12:09:38.995	36.5s	36.1s	110.5%	369.9 MB	2 GB	298.8 MB	8.1 MB
390	1f/848647	502307	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_ANCOM:QIIME2_ANCOM_TAX (Injury - taxonomic level: 6)	CACHED	0	2024-01-29 12:01:53.832	37.2s	36.8s	108.4%	370 MB	2 GB	299.7 MB	8.6 MB
403	45/107b78	447593	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_DIVERSITY:QIIME2_ALPHARAREFACTION (1)	CACHED	0	2024-01-29 11:25:59.690	15m 28s	15m 28s	91.9%	509.8 MB	2.1 GB	7.8 GB	1.5 GB
391	e6/43c3fb	477858	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_ANCOM:QIIME2_ANCOM_ASV (Injury)	CACHED	0	2024-01-29 11:29:47.875	39m 15s	39m 14s	102.3%	692 MB	2.3 GB	178 MB	13.1 MB
397	9f/99db39	437540	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_ANCOM:QIIME2_ANCOM_ASV (Timepoint)	CACHED	0	2024-01-29 11:22:52.852	39m 1s	39m	100.9%	694.8 MB	2.3 GB	178 MB	13.1 MB
414	1f/f81f6b	506899	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_ANCOM:QIIME2_ANCOM_TAX (Sex - taxonomic level: 4)	CACHED	0	2024-01-29 12:04:19.236	36.1s	35.6s	109.4%	347.2 MB	2 GB	298.9 MB	8.2 MB
409	e6/fa07a2	470683	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_DIVERSITY:QIIME2_DIVERSITY_BETAORD (bray_curtis_pcoa_results)	CACHED	0	2024-01-29 11:28:55.834	19.2s	18.6s	93.1%	385.2 MB	2 GB	122.2 MB	13.1 MB
408	a6/3ba897	511732	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_ANCOM:QIIME2_ANCOM_TAX (Sex - taxonomic level: 3)	CACHED	0	2024-01-29 12:09:02.713	36.3s	35.8s	111.1%	370.1 MB	2 GB	298.8 MB	8.1 MB
412	cd/309c50	452890	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_DIVERSITY:QIIME2_DIVERSITY_BETAORD (weighted_unifrac_pcoa_results)	CACHED	0	2024-01-29 11:26:41.743	18.9s	18.4s	92.4%	386.1 MB	2 GB	122.2 MB	13.1 MB
411	e8/bd9514	452721	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_DIVERSITY:QIIME2_DIVERSITY_BETAORD (unweighted_unifrac_pcoa_results)	CACHED	0	2024-01-29 11:26:41.321	18.6s	18.1s	93.4%	385.6 MB	2 GB	122.3 MB	13.1 MB
410	47/754b78	450385	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_DIVERSITY:QIIME2_DIVERSITY_BETAORD (jaccard_pcoa_results)	CACHED	0	2024-01-29 11:26:22.524	18.8s	18.2s	92.1%	385.2 MB	2 GB	122.3 MB	13.2 MB
419	17/970366	516259	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_ANCOM:QIIME2_ANCOM_TAX (Sex - taxonomic level: 6)	CACHED	0	2024-01-29 12:10:52.298	37.4s	37s	110.3%	380 MB	2.1 GB	299.7 MB	8.6 MB
416	31/d48dea	514762	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_ANCOM:QIIME2_ANCOM_TAX (Sex - taxonomic level: 5)	CACHED	0	2024-01-29 12:10:15.532	36.8s	36.3s	110.6%	369.8 MB	2 GB	299 MB	8.3 MB
413	08/b59256	463438	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_DIVERSITY:QIIME2_DIVERSITY_ALPHA (evenness_vector)	CACHED	0	2024-01-29 11:27:59.646	20.4s	19.9s	92.3%	382.7 MB	2 GB	113.1 MB	5.7 MB
417	df/50b079	460767	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_DIVERSITY:QIIME2_DIVERSITY_ALPHA (observed_features_vector)	CACHED	0	2024-01-29 11:27:39.203	19.1s	18.6s	92.1%	385.9 MB	2 GB	113.1 MB	5.7 MB
418	4f/1d953c	468842	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_DIVERSITY:QIIME2_DIVERSITY_ALPHA (shannon_vector)	CACHED	0	2024-01-29 11:28:39.819	19s	18.5s	92.2%	385.6 MB	2 GB	113.1 MB	5.7 MB
426	5e/03e0c9	457906	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_DIVERSITY:QIIME2_DIVERSITY_BETA (jaccard_distance_matrix - Treatment)	CACHED	0	2024-01-29 11:27:19.527	19.7s	19.2s	100.1%	387.5 MB	2.2 GB	581.5 MB	8 MB
424	d6/ad5677	466121	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_DIVERSITY:QIIME2_DIVERSITY_BETA (jaccard_distance_matrix - Sex)	CACHED	0	2024-01-29 11:28:20.041	19.8s	19.3s	101.4%	388.5 MB	2.1 GB	550.7 MB	7.6 MB
420	2c/7b910b	460988	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_DIVERSITY:QIIME2_DIVERSITY_BETA (bray_curtis_distance_matrix - Sex)	CACHED	0	2024-01-29 11:27:39.934	19.7s	19.1s	101.3%	398.6 MB	2.2 GB	543.4 MB	7.7 MB
427	bf/32a747	471206	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_DIVERSITY:QIIME2_DIVERSITY_BETA (jaccard_distance_matrix - Timepoint)	CACHED	0	2024-01-29 11:28:58.787	19.9s	19.4s	101.0%	385.4 MB	2 GB	583.3 MB	8 MB
422	df/d55f86	458087	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_DIVERSITY:QIIME2_DIVERSITY_BETA (bray_curtis_distance_matrix - Treatment)	CACHED	0	2024-01-29 11:27:20.281	19.7s	19.1s	100.6%	387.7 MB	2.1 GB	574.6 MB	8 MB
428	d3/2a022b	468310	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_DIVERSITY:QIIME2_DIVERSITY_BETA (unweighted_unifrac_distance_matrix - Sex)	CACHED	0	2024-01-29 11:28:36.220	19.6s	19s	101.1%	387.8 MB	2.2 GB	524.9 MB	7.7 MB
432	b9/5bed8d	476012	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_DIVERSITY:QIIME2_DIVERSITY_BETA (weighted_unifrac_distance_matrix - Sex)	CACHED	0	2024-01-29 11:29:34.809	20.3s	19.7s	100.7%	382.8 MB	2 GB	521.8 MB	7.7 MB
429	25/193df0	479558	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_DIVERSITY:QIIME2_DIVERSITY_BETA (unweighted_unifrac_distance_matrix - Injury)	CACHED	0	2024-01-29 11:29:59.672	18.9s	18.4s	99.5%	390.2 MB	2.2 GB	543.1 MB	7.8 MB
425	0b/972588	450386	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_DIVERSITY:QIIME2_DIVERSITY_BETA (jaccard_distance_matrix - Injury)	CACHED	0	2024-01-29 11:26:22.526	19.2s	18.7s	100.9%	396.7 MB	2.2 GB	567.7 MB	7.8 MB
421	49/bee7c3	455735	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_DIVERSITY:QIIME2_DIVERSITY_BETA (bray_curtis_distance_matrix - Injury)	CACHED	0	2024-01-29 11:27:00.601	19.7s	19.2s	101.5%	387.5 MB	2.2 GB	561.4 MB	7.4 MB
431	8b/e99f78	474067	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_DIVERSITY:QIIME2_DIVERSITY_BETA (unweighted_unifrac_distance_matrix - Timepoint)	CACHED	0	2024-01-29 11:29:18.657	20.8s	20.3s	100.7%	387.2 MB	2 GB	557.5 MB	8 MB
415	d7/05a2be	465752	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_DIVERSITY:QIIME2_DIVERSITY_ALPHA (faith_pd_vector)	CACHED	0	2024-01-29 11:28:17.551	18.7s	18.2s	93.2%	386.3 MB	2 GB	113.1 MB	5.7 MB
423	f1/67d889	455513	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_DIVERSITY:QIIME2_DIVERSITY_BETA (bray_curtis_distance_matrix - Timepoint)	CACHED	0	2024-01-29 11:26:59.908	19.6s	19.1s	101.1%	397.9 MB	2.2 GB	576.3 MB	8 MB
434	17/520d14	473586	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_DIVERSITY:QIIME2_DIVERSITY_BETA (weighted_unifrac_distance_matrix - Treatment)	CACHED	0	2024-01-29 11:29:14.989	19.8s	19.2s	100.5%	389.8 MB	2.2 GB	552.7 MB	8 MB
433	04/07b970	476660	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_DIVERSITY:QIIME2_DIVERSITY_BETA (weighted_unifrac_distance_matrix - Injury)	CACHED	0	2024-01-29 11:29:39.412	20.3s	19.8s	100.8%	374.9 MB	2 GB	539.9 MB	7.8 MB
430	bc/bc41f8	463239	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_DIVERSITY:QIIME2_DIVERSITY_BETA (unweighted_unifrac_distance_matrix - Treatment)	CACHED	0	2024-01-29 11:27:58.329	19.2s	18.7s	100.8%	398.5 MB	2.2 GB	555.7 MB	8 MB
